Período;Região;Entidade;Localização Geográfica;Utentes Inscritos com Hipertensão Arterial, com pressão arterial inferior a 150/90 mmHg nos últimos 6 meses;Hipertensos < 65 Anos, com Pressão Arterial < 150/90
2019-01;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;2383;12.38952
2019-01;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;2211;15.59458
2019-01;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;2278;16.13086
2019-01;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;1672;18.97197
2019-01;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;2133;17.92437
2019-01;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;3265;19.54973
2019-02;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;3185;21.3129
2019-02;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;5158;27.43909
2019-02;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;4283;20.63798
2019-02;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;5588;21.57113
2019-02;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;1882;26.07732
2019-02;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;2425;24.6368
2019-02;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;4213;29.60855
2019-02;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;2409;26.82031
2019-02;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;3007;33.82833
2019-02;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;3826;31.9766
2019-02;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;4503;26.57578
2019-02;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;5632;35.49729
2019-03;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;3666;35.82527
2019-03;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;4161;23.74593
2019-03;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;7948;26.18867
2019-03;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;6139;29.29891
2019-03;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;7985;30.60677
2019-03;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;3064;24.35418
2019-03;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;5797;30.85809
2019-03;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;6055;23.07458
2019-03;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;6405;32.91705
2019-03;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;4113;43.10869
2019-03;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;6117;42.71946
2019-03;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;3288;36.36766
2019-03;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;2668;38.25638
2019-03;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;4208;46.87013
2019-03;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;6866;40.06302
2019-03;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;5513;45.69794
2019-03;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;5872;37.28254
2019-04;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;5656;37.31117
2019-04;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;5159;29.08117
2019-04;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;1512;39.20145
2019-04;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;3428;30.15747
2019-04;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;3443;28.62012
2019-04;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;4442;26.71558
2019-04;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;6957;37.24304
2019-04;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;13670;57.79638
2019-04;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;3304;45.16129
2019-04;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;5194;54.031
2019-04;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;5483;53.38851
2019-04;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;3317;47.24398
2019-04;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;4731;40.73883
2019-05;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;1812;46.2127
2019-05;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;4012;35.13135
2019-05;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;6076;68.17009
2019-05;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;6446;62.5097
2019-05;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;4913;53.59441
2019-05;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;6478;66.74222
2019-05;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;10069;58.31355
2019-06;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;6172;36.50559
2019-06;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;6987;46.12186
2019-06;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;6284;50.21175
2019-06;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;6923;66.88243
2019-06;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;8622;57.07666
2019-06;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;7466;48.77826
2019-06;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;1989;50.31622
2019-06;Região de Saúde do Centro;ACES Cova da Beira;40.2677741,-7.4995083;1723;25.99185
2019-07;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;1279;9.8377
2019-07;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;1836;12.1791
2019-07;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;2313;12.15641
2019-07;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;5221;21.7433
2019-07;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;1775;18.11224
2019-07;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;1220;14.42933
2019-07;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;1075;15.16006
2019-07;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;1671;14.18626
2019-07;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;1359;15.57593
2019-07;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;1663;9.81816
2019-07;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;700;11.39138
2019-07;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;1207;10.60074
2019-07;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;316;9.76213
2019-08;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;2004;16.30992
2019-08;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;3081;20.40262
2019-08;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;2280;24.52932
2019-08;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;2994;32.24208
2019-08;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;3738;24.11924
2019-08;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;3433;27.85396
2019-08;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;5975;34.31739
2019-08;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;5645;34.1645
2019-08;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;1800;16.11171
2019-08;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;5404;17.33663
2019-08;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;4355;20.07468
2019-09;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;7894;29.46512
2019-09;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;3345;23.27442
2019-09;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;3791;22.09207
2019-09;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;5728;29.53643
2019-09;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;4355;26.30466
2019-09;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;4361;28.80449
2019-09;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;5614;22.13112
2019-09;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;4089;41.47479
2019-09;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;4138;42.16426
2019-09;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;4384;35.57864
2019-09;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;5820;35.95478
2019-09;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;2711;24.10421
2019-09;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;2116;17.43717
2019-09;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;7869;25.1663
2019-09;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;1599;25.79032
2019-09;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;2793;24.48926
2019-10;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;4909;28.38885
2019-10;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;5183;29.61207
2019-10;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;8428;30.75351
2019-10;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;3372;44.73335
2019-10;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;4210;41.26237
2019-10;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;8321;56.07143
2019-10;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;5907;47.6179
2019-10;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;7958;48.96929
2019-10;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;4390;41.46203
2019-10;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;2030;32.63666
2019-10;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;3511;30.71472
2019-11;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;5431;37.23178
2019-11;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;4743;35.44578
2019-11;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;6052;34.36489
2019-11;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;6651;39.58929
2019-11;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;6626;43.44918
2019-11;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;6470;46.9521
2019-11;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;3933;51.90709
2019-11;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;9903;66.31621
2019-11;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;8118;61.47671
2019-11;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;2976;31.85954
2019-12;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;4744;37.49901
2019-12;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;7299;47.70276
2019-12;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;9342;47.98397
2019-12;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;4329;59.93355
2019-12;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;10560;66.99232
2019-12;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;9151;73.44302
2019-12;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;5299;59.48586
2019-12;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;7914;63.22096
2019-12;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;10618;64.7755
2019-12;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;7511;39.79549
2019-12;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;1151;34.40957
2019-12;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;11059;49.7369
2020-01;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;1560;9.49136
2020-01;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;2245;8.5488
2020-01;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;946;13.53556
2020-01;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;1770;17.72127
2020-01;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;1657;18.84239
2020-01;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;1242;14.93686
2020-01;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;1491;12.74904
2020-01;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;1492;8.39334
2020-01;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;743;6.41623
2020-01;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;2936;9.94748
2020-01;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;2622;14.43038
2020-01;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;1176;10.96197
2020-01;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;269;8.55054
2020-02;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;2337;16.15624
2020-02;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;4246;16.05414
2020-02;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;3895;32.96099
2020-02;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;4673;27.50927
2020-02;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;2769;18.7767
2020-02;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;1238;14.089
2020-02;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;2840;15.82085
2020-02;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;1478;12.65303
2020-02;Região de Saúde do Centro;ACES Cova da Beira;40.2677741,-7.4995083;833;12.8292
2020-02;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;483;15.23659
2020-03;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;3486;20.88551
2020-03;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;2912;20.18018
2020-03;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;3648;25.42337
2020-03;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;5014;20.64734
2020-03;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;2738;32.47539
2020-03;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;6759;40.42222
2020-03;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;3016;29.58023
2020-03;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;9000;29.47051
2020-03;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;1354;22.88709
2020-03;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;2501;23.0422
2020-04;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;3359;32.90234
2020-04;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;1375;23.24992
2020-04;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;3765;22.51525
2020-04;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;3503;21.91704
2020-04;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;4213;41.65925
2020-04;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;5137;33.05876
2020-05;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;4173;28.09533
2020-05;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;1741;19.68344
2020-05;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;4665;25.72658
2020-05;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;1507;25.38747
2020-05;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;3780;23.63091
2020-05;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;3571;24.694
2020-05;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;11305;48.17403
2020-05;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;4626;45.70243
2020-05;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;5500;46.22237
2020-05;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;4670;31.90763
2020-05;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;8967;53.51197
2020-05;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;7518;46.07465
2020-06;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;5239;28.72731
2020-06;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;3304;30.25087
2020-06;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;4286;25.43469
2020-06;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;4931;37.77965
2020-06;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;7077;26.56232
2020-06;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;5157;50.85297
2020-06;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;5943;47.31688
2020-06;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;5287;56.11931
2020-06;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;7884;46.36011
2020-06;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;3441;40.53481
2020-06;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;5049;42.39295
2020-07;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;981;6.55617
2020-07;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;2673;8.65609
2020-07;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;1679;7.96112
2020-07;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;1932;10.25206
2020-07;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;1187;9.05692
2020-07;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;1085;7.62474
2020-07;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;1424;7.37709
2020-07;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;826;8.43977
2020-07;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;1150;9.13351
2020-07;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;1465;15.50101
2020-07;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;1094;9.46776
2020-08;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;730;12.20736
2020-08;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;3466;18.51199
2020-08;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;1932;13.40364
2020-08;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;2100;8.54979
2020-08;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;2856;15.30219
2020-08;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;5013;21.24153
2020-08;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;3043;21.07925
2020-08;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;1812;15.64091
2020-08;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;992;11.58879
2020-08;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;1706;11.59676
2020-09;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;1804;16.33614
2020-09;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;3336;18.03243
2020-09;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;1365;11.37121
2020-09;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;5605;18.42417
2020-09;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;610;5.0526
2020-09;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;4741;24.98419
2020-09;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;1410;8.7431
2020-09;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;3101;12.58318
2020-09;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;2976;22.54716
2020-09;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;7188;30.36884
2020-09;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;3034;31.72645
2020-09;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;2613;25.55251
2020-09;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;3683;21.63289
2020-09;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;5758;34.88006
2020-10;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;4140;22.26525
2020-10;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;1807;14.97845
2020-10;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;581;17.76758
2020-10;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;2583;18.17222
2020-10;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;3707;25.5814
2020-10;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;1853;25.89797
2020-10;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;6958;47.46896
2020-10;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;4591;48.19948
2020-10;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;3310;27.45521
2020-11;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;2081;22.85808
2020-11;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;6653;25.34959
2020-11;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;4696;18.93854
2020-11;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;10471;43.90725
2020-11;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;3812;32.5645
2020-11;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;5982;37.68664
2020-11;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;5542;32.33938
2020-11;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;8273;48.86303
2020-12;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;2052;48.83389
2020-12;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;7320;27.81472
2020-12;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;4113;23.743
2020-12;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;2329;14.34643
2020-12;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;4942;18.26649
2020-12;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;6214;31.54475
2020-12;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;3046;43.69531
2020-12;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;5999;46.84157
2020-12;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;4341;35.80501
